Distance Group ,Sampling Timestamp,Aluminum Dissolved,Aluminum Total Recoverable,Calcium Dissolved,Calcium Total,Copper Dissolved,Copper Total Recoverable,Lead Dissolved,Lead Total Recoverable,Mercury Dissolved,Mercury Total,Methyl Mercury,Nickel Dissolved,Nickel Total Recoverable,Nitrogen Kjeldahl Dissolved,Nitrogen Kjeldahl Total,pH,pH (Field),Phosphorus Total,Phosphorus Total Dissolved,Turbidity,Vanadium Total Recoverable,Vanadium Dissolved,OXYGEN BIOCHEMICAL DEMAND,Oxygen Dissolved (Field Meter),Oxygen dissolved % saturation,Site Name,Station Name,Depth,Value Sign,Unit Symbol,Method,Laboratory,Sampling Number,Sample Number,RDL,Sample Timestamp,Sample Location,Sample Type,,,,
Far,09/16/2020 8:00 AM,,,,,,,,,,,,,,,,,7.04,,,,,,,,,NAMUR LAKE,NAMUR LAKE,9,---,---,2731,FIELD,20SWE10884,20SWE10900,,09/16/2020 7:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Far,09/16/2020 8:00 AM,,,,,,,,,,,,,,,,,7.05,,,,,,,,,NAMUR LAKE,NAMUR LAKE,8,---,---,2731,FIELD,20SWE10884,20SWE10899,,09/16/2020 7:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Far,09/16/2020 8:00 AM,,,,,,,,,,,,,,,,,7.05,,,,,,,,,NAMUR LAKE,NAMUR LAKE,7,---,---,2731,FIELD,20SWE10884,20SWE10898,,09/16/2020 7:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Far,09/16/2020 8:00 AM,,,,,,,,,,,,,,,,,7.06,,,,,,,,,NAMUR LAKE,NAMUR LAKE,6,---,---,2731,FIELD,20SWE10884,20SWE10897,,09/16/2020 7:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Far,09/16/2020 8:00 AM,,,,,,,,,,,,,,,,,7.02,,,,,,,,,NAMUR LAKE,NAMUR LAKE,5,---,---,2731,FIELD,20SWE10884,20SWE10896,,09/16/2020 7:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Far,09/16/2020 8:00 AM,,,,,,,,,,,,,,,,,7.05,,,,,,,,,NAMUR LAKE,NAMUR LAKE,4.5,---,---,2731,FIELD,20SWE10884,20SWE10895,,09/16/2020 7:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Far,09/16/2020 8:00 AM,,,,,,,,,,,,,,,,,7.06,,,,,,,,,NAMUR LAKE,NAMUR LAKE,4,---,---,2731,FIELD,20SWE10884,20SWE10894,,09/16/2020 7:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Far,09/16/2020 8:00 AM,,,,,,,,,,,,,,,,,7.07,,,,,,,,,NAMUR LAKE,NAMUR LAKE,3.5,---,---,2731,FIELD,20SWE10884,20SWE10893,,09/16/2020 7:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Far,09/16/2020 8:00 AM,,,,,,,,,,,,,,,,,7.08,,,,,,,,,NAMUR LAKE,NAMUR LAKE,3,---,---,2731,FIELD,20SWE10884,20SWE10892,,09/16/2020 7:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Far,09/16/2020 8:00 AM,,,,,,,,,,,,,,,,,7.08,,,,,,,,,NAMUR LAKE,NAMUR LAKE,2.5,---,---,2731,FIELD,20SWE10884,20SWE10891,,09/16/2020 7:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Far,09/16/2020 8:00 AM,,,,,,,,,,,,,,,,,7.11,,,,,,,,,NAMUR LAKE,NAMUR LAKE,2,---,---,2731,FIELD,20SWE10884,20SWE10890,,09/16/2020 7:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Far,09/16/2020 8:00 AM,,,,,,,,,,,,,,,,,7.15,,,,,,,,,NAMUR LAKE,NAMUR LAKE,1.5,---,---,2731,FIELD,20SWE10884,20SWE10889,,09/16/2020 7:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Far,09/16/2020 8:00 AM,,,,,,,,,,,,,,,,,7.19,,,,,,,,,NAMUR LAKE,NAMUR LAKE,1,---,---,2731,FIELD,20SWE10884,20SWE10888,,09/16/2020 7:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Far,09/16/2020 8:00 AM,,,,,,,,,,,,,,,,,7.21,,,,,,,,,NAMUR LAKE,NAMUR LAKE,0.5,---,---,2731,FIELD,20SWE10884,20SWE10887,,09/16/2020 7:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Far,09/16/2020 8:00 AM,,,,,,,,,,,,,,,,,7.25,,,,,,,,,NAMUR LAKE,NAMUR LAKE,0.1,---,---,2731,FIELD,20SWE10884,20SWE10886,,09/16/2020 7:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Far,09/16/2020 8:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,NAMUR LAKE,NAMUR LAKE,,---,---,2731,FIELD,20SWE10884,20SWE10885,,09/16/2020 7:00 AM,Centre,SINGLE EUPHOTIC COMPOSITE,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.59,,,,,,,,,NAMUR LAKE,NAMUR LAKE,0.1,---,---,2731,FIELD,21SWE04629,21SWE04629-02,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.58,,,,,,,,,NAMUR LAKE,NAMUR LAKE,0.5,---,---,2731,FIELD,21SWE04629,21SWE04629-03,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.59,,,,,,,,,NAMUR LAKE,NAMUR LAKE,1,---,---,2731,FIELD,21SWE04629,21SWE04629-04,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.6,,,,,,,,,NAMUR LAKE,NAMUR LAKE,1.5,---,---,2731,FIELD,21SWE04629,21SWE04629-05,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.61,,,,,,,,,NAMUR LAKE,NAMUR LAKE,2,---,---,2731,FIELD,21SWE04629,21SWE04629-06,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.61,,,,,,,,,NAMUR LAKE,NAMUR LAKE,2.5,---,---,2731,FIELD,21SWE04629,21SWE04629-07,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.6,,,,,,,,,NAMUR LAKE,NAMUR LAKE,3,---,---,2731,FIELD,21SWE04629,21SWE04629-08,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.6,,,,,,,,,NAMUR LAKE,NAMUR LAKE,3.5,---,---,2731,FIELD,21SWE04629,21SWE04629-09,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.59,,,,,,,,,NAMUR LAKE,NAMUR LAKE,4,---,---,2731,FIELD,21SWE04629,21SWE04629-10,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.58,,,,,,,,,NAMUR LAKE,NAMUR LAKE,4.5,---,---,2731,FIELD,21SWE04629,21SWE04629-11,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.58,,,,,,,,,NAMUR LAKE,NAMUR LAKE,5,---,---,2731,FIELD,21SWE04629,21SWE04629-12,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.59,,,,,,,,,NAMUR LAKE,NAMUR LAKE,5.5,---,---,2731,FIELD,21SWE04629,21SWE04629-13,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.58,,,,,,,,,NAMUR LAKE,NAMUR LAKE,6,---,---,2731,FIELD,21SWE04629,21SWE04629-14,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.54,,,,,,,,,NAMUR LAKE,NAMUR LAKE,6.5,---,---,2731,FIELD,21SWE04629,21SWE04629-15,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.42,,,,,,,,,NAMUR LAKE,NAMUR LAKE,7,---,---,2731,FIELD,21SWE04629,21SWE04629-16,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.4,,,,,,,,,NAMUR LAKE,NAMUR LAKE,8,---,---,2731,FIELD,21SWE04629,21SWE04629-17,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.38,,,,,,,,,NAMUR LAKE,NAMUR LAKE,9,---,---,2731,FIELD,21SWE04629,21SWE04629-18,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.39,,,,,,,,,NAMUR LAKE,NAMUR LAKE,10,---,---,2731,FIELD,21SWE04629,21SWE04629-19,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.22,,,,,,,,,NAMUR LAKE,NAMUR LAKE,11,---,---,2731,FIELD,21SWE04629,21SWE04629-20,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.14,,,,,,,,,NAMUR LAKE,NAMUR LAKE,12,---,---,2731,FIELD,21SWE04629,21SWE04629-21,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,6.9,,,,,,,,,NAMUR LAKE,NAMUR LAKE,13,---,---,2731,FIELD,21SWE04629,21SWE04629-22,08/19/2021 2:15 PM,Profile,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,NAMUR LAKE,NAMUR LAKE,,---,---,2731,FIELD,21SWE04629,21SWE04629-01,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.59,,,,,,,,,NAMUR LAKE,NAMUR LAKE,0.1,---,---,2731,FIELD,21SWE04629,21SWE04629-02,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.58,,,,,,,,,NAMUR LAKE,NAMUR LAKE,0.5,---,---,2731,FIELD,21SWE04629,21SWE04629-03,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.59,,,,,,,,,NAMUR LAKE,NAMUR LAKE,1,---,---,2731,FIELD,21SWE04629,21SWE04629-04,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.6,,,,,,,,,NAMUR LAKE,NAMUR LAKE,1.5,---,---,2731,FIELD,21SWE04629,21SWE04629-05,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.61,,,,,,,,,NAMUR LAKE,NAMUR LAKE,2,---,---,2731,FIELD,21SWE04629,21SWE04629-06,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.61,,,,,,,,,NAMUR LAKE,NAMUR LAKE,2.5,---,---,2731,FIELD,21SWE04629,21SWE04629-07,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.6,,,,,,,,,NAMUR LAKE,NAMUR LAKE,3,---,---,2731,FIELD,21SWE04629,21SWE04629-08,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.6,,,,,,,,,NAMUR LAKE,NAMUR LAKE,3.5,---,---,2731,FIELD,21SWE04629,21SWE04629-09,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.59,,,,,,,,,NAMUR LAKE,NAMUR LAKE,4,---,---,2731,FIELD,21SWE04629,21SWE04629-10,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.58,,,,,,,,,NAMUR LAKE,NAMUR LAKE,4.5,---,---,2731,FIELD,21SWE04629,21SWE04629-11,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.58,,,,,,,,,NAMUR LAKE,NAMUR LAKE,5,---,---,2731,FIELD,21SWE04629,21SWE04629-12,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.59,,,,,,,,,NAMUR LAKE,NAMUR LAKE,5.5,---,---,2731,FIELD,21SWE04629,21SWE04629-13,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.58,,,,,,,,,NAMUR LAKE,NAMUR LAKE,6,---,---,2731,FIELD,21SWE04629,21SWE04629-14,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.54,,,,,,,,,NAMUR LAKE,NAMUR LAKE,6.5,---,---,2731,FIELD,21SWE04629,21SWE04629-15,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.42,,,,,,,,,NAMUR LAKE,NAMUR LAKE,7,---,---,2731,FIELD,21SWE04629,21SWE04629-16,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.4,,,,,,,,,NAMUR LAKE,NAMUR LAKE,8,---,---,2731,FIELD,21SWE04629,21SWE04629-17,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.38,,,,,,,,,NAMUR LAKE,NAMUR LAKE,9,---,---,2731,FIELD,21SWE04629,21SWE04629-18,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.39,,,,,,,,,NAMUR LAKE,NAMUR LAKE,10,---,---,2731,FIELD,21SWE04629,21SWE04629-19,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.22,,,,,,,,,NAMUR LAKE,NAMUR LAKE,11,---,---,2731,FIELD,21SWE04629,21SWE04629-20,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,7.14,,,,,,,,,NAMUR LAKE,NAMUR LAKE,12,---,---,2731,FIELD,21SWE04629,21SWE04629-21,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,08/19/2021 3:15 PM,,,,,,,,,,,,,,,,,6.9,,,,,,,,,NAMUR LAKE,NAMUR LAKE,13,---,---,2731,FIELD,21SWE04629,21SWE04629-22,08/19/2021 2:15 PM,Centre,EUPHOTIC COMPOSITE,,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,NAMUR LAKE,NAMUR LAKE,,---,---,2731,FIELD,22SWE04613,22SWE04613-01,09/14/2022 7:50 AM,Centre,SINGLE EUPHOTIC COMPOSITE,09/14/2022 8:50 AM,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.47,,,,,,,,,NAMUR LAKE,NAMUR LAKE,0.1,---,---,2731,FIELD,22SWE04613,22SWE04613-02,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.48,,,,,,,,,NAMUR LAKE,NAMUR LAKE,0.5,---,---,2731,FIELD,22SWE04613,22SWE04613-03,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.48,,,,,,,,,NAMUR LAKE,NAMUR LAKE,1,---,---,2731,FIELD,22SWE04613,22SWE04613-04,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.46,,,,,,,,,NAMUR LAKE,NAMUR LAKE,1.5,---,---,2731,FIELD,22SWE04613,22SWE04613-05,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.46,,,,,,,,,NAMUR LAKE,NAMUR LAKE,2,---,---,2731,FIELD,22SWE04613,22SWE04613-06,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.47,,,,,,,,,NAMUR LAKE,NAMUR LAKE,2.5,---,---,2731,FIELD,22SWE04613,22SWE04613-07,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.48,,,,,,,,,NAMUR LAKE,NAMUR LAKE,3,---,---,2731,FIELD,22SWE04613,22SWE04613-08,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.48,,,,,,,,,NAMUR LAKE,NAMUR LAKE,3.5,---,---,2731,FIELD,22SWE04613,22SWE04613-09,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.47,,,,,,,,,NAMUR LAKE,NAMUR LAKE,4,---,---,2731,FIELD,22SWE04613,22SWE04613-10,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.47,,,,,,,,,NAMUR LAKE,NAMUR LAKE,4.5,---,---,2731,FIELD,22SWE04613,22SWE04613-11,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.48,,,,,,,,,NAMUR LAKE,NAMUR LAKE,5,---,---,2731,FIELD,22SWE04613,22SWE04613-12,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.47,,,,,,,,,NAMUR LAKE,NAMUR LAKE,5.5,---,---,2731,FIELD,22SWE04613,22SWE04613-13,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.42,,,,,,,,,NAMUR LAKE,NAMUR LAKE,6,---,---,2731,FIELD,22SWE04613,22SWE04613-14,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.39,,,,,,,,,NAMUR LAKE,NAMUR LAKE,6.5,---,---,2731,FIELD,22SWE04613,22SWE04613-15,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.36,,,,,,,,,NAMUR LAKE,NAMUR LAKE,7,---,---,2731,FIELD,22SWE04613,22SWE04613-16,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.33,,,,,,,,,NAMUR LAKE,NAMUR LAKE,7.5,---,---,2731,FIELD,22SWE04613,22SWE04613-17,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.31,,,,,,,,,NAMUR LAKE,NAMUR LAKE,8,---,---,2731,FIELD,22SWE04613,22SWE04613-18,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.29,,,,,,,,,NAMUR LAKE,NAMUR LAKE,8.5,---,---,2731,FIELD,22SWE04613,22SWE04613-19,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.27,,,,,,,,,NAMUR LAKE,NAMUR LAKE,9,---,---,2731,FIELD,22SWE04613,22SWE04613-20,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.26,,,,,,,,,NAMUR LAKE,NAMUR LAKE,9.5,---,---,2731,FIELD,22SWE04613,22SWE04613-21,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.26,,,,,,,,,NAMUR LAKE,NAMUR LAKE,10,---,---,2731,FIELD,22SWE04613,22SWE04613-22,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.24,,,,,,,,,NAMUR LAKE,NAMUR LAKE,11,---,---,2731,FIELD,22SWE04613,22SWE04613-23,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.21,,,,,,,,,NAMUR LAKE,NAMUR LAKE,12,---,---,2731,FIELD,22SWE04613,22SWE04613-24,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.2,,,,,,,,,NAMUR LAKE,NAMUR LAKE,13,---,---,2731,FIELD,22SWE04613,22SWE04613-25,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.16,,,,,,,,,NAMUR LAKE,NAMUR LAKE,14,---,---,2731,FIELD,22SWE04613,22SWE04613-26,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.14,,,,,,,,,NAMUR LAKE,NAMUR LAKE,15,---,---,2731,FIELD,22SWE04613,22SWE04613-27,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,7.09,,,,,,,,,NAMUR LAKE,NAMUR LAKE,16,---,---,2731,FIELD,22SWE04613,22SWE04613-28,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,6.88,,,,,,,,,NAMUR LAKE,NAMUR LAKE,17,---,---,2731,FIELD,22SWE04613,22SWE04613-29,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,09/14/2022 8:50 AM,,,,,,,,,,,,,,,,,6.53,,,,,,,,,NAMUR LAKE,NAMUR LAKE,18,---,---,2731,FIELD,22SWE04613,22SWE04613-30,09/14/2022 7:50 AM,Centre,DISCRETE SAMPLE (GRAB),,,,,
Far,08/10/1999 10:25 AM,,,,,,,,,,,,,,,,,,0.02,,,,,,,,NAMUR LAKE,NAMUR LAKE,,---,mg/l,3627,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,99SWE06000,99SWE06000,0.001,08/10/1999 9:25 AM,Centre,EUPHOTIC COMPOSITE,,,,
Far,08/31/2000 9:20 AM,,,,,,,,,,,,,,,,,,0.021,,,,,,,,NAMUR LAKE,NAMUR LAKE,,---,mg/l,3627,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,00SWE04000,00SWE04000,0.001,08/31/2000 8:20 AM,Centre,EUPHOTIC COMPOSITE,,,,
Far,09/13/2001 10:45 AM,,,,,,,,,,,,,,,,,,0.017,,,,,,,,NAMUR LAKE,NAMUR LAKE,,---,mg/l,3627,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,01SWE03691,01SWE03122,0.001,09/13/2001 11:00 AM,Centre,SINGLE EUPHOTIC COMPOSITE,,,,
Far,10/01/2002 12:00 PM,,,,,,,,,,,,,,,,,,0.03,,,,,,,,NAMUR LAKE,NAMUR LAKE,,---,mg/l,3627,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,02SWE03130,02SWE03130,0.001,10/01/2002 11:00 AM,Centre,SINGLE EUPHOTIC COMPOSITE,,,,
Far,08/28/2003 8:55 AM,,,,,,,,,,,,,,,,,,0.018,,,,,,,,NAMUR LAKE,NAMUR LAKE,,---,mg/l,3627,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,03SWE01770,03SWE01770,0.001,08/28/2003 7:55 AM,Centre,SINGLE EUPHOTIC COMPOSITE,,,,
Far,08/29/2004 8:45 AM,,,,,,,,,,,,,,,,,,0.017,,,,,,,,NAMUR LAKE,NAMUR LAKE,,---,mg/l,3627,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE03018,04SWE02271,0.001,08/29/2004 7:45 AM,Centre,SINGLE EUPHOTIC COMPOSITE,,,,
Far,08/27/2005 9:58 AM,,,,,,,,,,,,,,,,,,0.016,,,,,,,,NAMUR LAKE,NAMUR LAKE,,---,mg/l,3627,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE02657,05SWE02658,0.001,08/27/2005 8:58 AM,Centre,SINGLE EUPHOTIC COMPOSITE,,,,
Far,08/21/2006 12:10 PM,,,,,,,,,,,,,,,,,,0.024,,,,,,,,NAMUR LAKE,NAMUR LAKE,,---,mg/l,3627,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,06SWE03292,06SWE01886,0.001,08/21/2006 11:10 AM,Centre,SINGLE EUPHOTIC COMPOSITE,,,,
