Distance Group ,Sampling Timestamp,Aluminum Dissolved,Aluminum Total Recoverable,Calcium Dissolved,Calcium Total,Copper Dissolved,Copper Total Recoverable,Lead Dissolved,Lead Total Recoverable,Mercury Dissolved,Mercury Total,Methyl Mercury,Nickel Dissolved,Nickel Total Recoverable,Nitrogen Kjeldahl Dissolved,Nitrogen Kjeldahl Total,pH,pH (Field),Phosphorus Total,Phosphorus Total Dissolved,Turbidity,Vanadium Total Recoverable,Vanadium Dissolved,OXYGEN BIOCHEMICAL DEMAND,Oxygen Dissolved (Field Meter),Oxygen dissolved % saturation,Site Name,Station Name,Depth,Value Sign,Unit Symbol,Method,Laboratory,Sampling Number,Sample Number,RDL,Sample Timestamp,Sample Location,Sample Type,,,,
Mid,03/17/2009 9:25 AM,,,,,,,,,,,,,0.048,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,"ALBERTA RESEARCH COUNCIL, INORGANIC ANALYSIS LABORATORY",09SWE00382,09SWE00382-01,,03/17/2009 8:25 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,08/17/2009 4:15 PM,,,,,,,,,,,,,0.153,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),09SWE00811,09SWE00715,,08/17/2009 3:15 PM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,09/18/2009 12:00 PM,,,,,,,,,,,,,0.169,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104227,,0.00006,09/18/2009 11:00 AM,'---,,,,,
Mid,08/31/2010 3:45 PM,,,,,,,,,,,,,0.0121,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),10SWE01442,10SWE01443,0.1,08/31/2010 2:45 PM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,09/01/2011 8:30 AM,,,,,,,,,,,,,0.0751,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),11SWE06688,11SWE06689,0.1,09/01/2011 7:30 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,09/10/2011 12:00 PM,,,,,,,,,,,,,0.1,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,<,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106085,,0.0001,09/10/2011 11:00 AM,'---,,,,,
Mid,08/26/2012 3:45 PM,,,,,,,,,,,,,0.005,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),12SWE02081,12SWE02082,0.1,08/26/2012 2:45 PM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,09/08/2012 12:00 PM,,,,,,,,,,,,,0.1,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106088,,0.0001,09/08/2012 11:00 AM,'---,,,,,
Mid,08/28/2013 1:10 PM,,,,,,,,,,,,,0.125,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),13SWE02340,13SWE02341,0.1,08/28/2013 12:10 PM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,09/07/2013 12:00 PM,,,,,,,,,,,,,0.278,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106968,,0.0001,09/07/2013 11:00 AM,'---,,,,,
Mid,08/18/2014 4:00 PM,,,,,,,,,,,,,0.008,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),14SWE02236,14SWE02237,0.008,08/18/2014 3:00 PM,Centre,SINGLE EUPHOTIC COMPOSITE,,,,
Mid,09/11/2014 12:00 PM,,,,,,,,,,,,,0.024,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107422,,0.000008,09/11/2014 11:00 AM,'---,,,,,
Mid,08/29/2015 7:30 AM,,,,,,,,,,,,,0.008,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),15SWE05523,15SWE05524,0.008,08/29/2015 6:30 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,03/15/2016 12:00 PM,,,,,,,,,,,,,0.472,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112630,,0.000008,03/15/2016 11:00 AM,'---,,,,,
Mid,07/19/2016 12:00 PM,,,,,,,,,,,,,0.319,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112429,,0.000008,07/19/2016 11:00 AM,'---,,,,,
Mid,08/26/2016 11:45 AM,,,,,,,,,,,,,0.008,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),16SWE08263,16SWE08264,0.008,08/26/2016 10:45 AM,Centre,SINGLE EUPHOTIC COMPOSITE,,,,
Mid,09/20/2016 12:00 PM,,,,,,,,,,,,,0.008,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,<,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112237,,0.000008,09/20/2016 11:00 AM,'---,,,,,
Mid,03/13/2017 12:00 PM,,,,,,,,,,,,,0.589,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111802,,0.000008,03/13/2017 11:00 AM,'---,,,,,
Mid,08/25/2017 7:45 AM,,,,,,,,,,,,,0.19,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),17SWE12773,17SWE12774,0.03,08/25/2017 6:45 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,09/18/2020 10:40 AM,,,,,,,,,,,,,0.22,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),20SWE11038,20SWE11039,0.03,09/18/2020 9:40 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,08/18/2021 3:15 PM,,,,,,,,,,,,,0.34,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),21SWE04621,21SWE04621-01,0.03,08/18/2021 2:15 PM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,09/16/2022 7:20 AM,,,,,,,,,,,,,0.56,,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),22SWE04634,22SWE04634-01,0.03,09/16/2022 6:20 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,03/15/2016 12:00 PM,,,,,,,,,,,,,,1.7,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,442,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112630,,0.05,03/15/2016 11:00 AM,'---,,,,,
Mid,07/19/2016 12:00 PM,,,,,,,,,,,,,,1,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,442,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112429,,0.05,07/19/2016 11:00 AM,'---,,,,,
Mid,09/20/2016 12:00 PM,,,,,,,,,,,,,,0.89,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,442,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112237,,0.05,09/20/2016 11:00 AM,'---,,,,,
Mid,03/13/2017 12:00 PM,,,,,,,,,,,,,,1.4,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,442,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",111802,,0.05,03/13/2017 11:00 AM,'---,,,,,
Mid,09/18/2020 10:40 AM,,,,,,,,,,,,,,1.3,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,0.1,'---,mg/l,442,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",20SWE11038,20SWE11039,0.05,09/18/2020 9:40 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,08/18/2021 3:15 PM,,,,,,,,,,,,,,0.84,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,0.1,'---,mg/l,442,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",21SWE04621,21SWE04621-01,0.05,08/18/2021 2:15 PM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,09/16/2022 7:20 AM,,,,,,,,,,,,,,1.9,,,,,,,,,,,,KEARL LAKE,KEARL LAKE,0.1,'---,mg/l,442,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",22SWE04634,22SWE04634-01,0.05,09/16/2022 6:20 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,09/27/2000 12:00 PM,,,,,,,,,,,,,,,0.42,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,00SWE04029,00SWE04029,0.007,09/27/2000 11:00 AM,Centre,EUPHOTIC COMPOSITE,,,,
Mid,09/13/2001 12:00 PM,,,,,,,,,,,,,,,0.7,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,01SWE03883,01SWE03883,0.007,09/13/2001 11:00 AM,Centre,VERTICAL INTEGRATED,,,,
Mid,09/04/2002 12:00 PM,,,,,,,,,,,,,,,0.45,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,02SWE03131,02SWE03131,0.007,09/04/2002 11:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,08/31/2003 12:00 PM,,,,,,,,,,,,,,,1.38,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,03SWE02484,03SWE02484,0.007,08/31/2003 11:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,06/17/2004 2:30 PM,,,,,,,,,,,,,,,1,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE01029,04SWE01030,0.007,06/17/2004 1:30 PM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,07/14/2004 9:15 AM,,,,,,,,,,,,,,,1.02,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE01843,04SWE01844,0.007,07/14/2004 8:15 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,08/24/2004 3:05 PM,,,,,,,,,,,,,,,1.25,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE02174,04SWE02174,0.007,08/24/2004 2:05 PM,Centre,SINGLE EUPHOTIC COMPOSITE,,,,
Mid,09/25/2004 1:10 PM,,,,,,,,,,,,,,,1.52,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE03253,04SWE03254,0.007,09/25/2004 12:10 PM,Centre,SINGLE EUPHOTIC COMPOSITE,,,,
Mid,04/07/2005 8:00 AM,,,,,,,,,,,,,,,2.03,,,,,,,,,,,KEARL LAKE,KEARL LAKE,1,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE01009,05SWE01010,0.007,04/07/2005 7:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,05/26/2005 12:00 PM,,,,,,,,,,,,,,,1.34,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE04399,05SWE04399,0.007,05/26/2005 11:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,07/13/2005 12:00 PM,,,,,,,,,,,,,,,1.26,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE04409,05SWE04409,0.007,07/13/2005 11:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,08/30/2005 8:55 AM,,,,,,,,,,,,,,,1.42,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE03024,05SWE03025,0.007,08/30/2005 7:55 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,09/28/2005 12:00 PM,,,,,,,,,,,,,,,1.18,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE04418,05SWE04418,0.007,09/28/2005 11:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,08/23/2006 12:00 PM,,,,,,,,,,,,,,,1.95,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,06SWE03220,06SWE01907,0.007,08/23/2006 11:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,08/23/2007 9:45 AM,,,,,,,,,,,,,,,1.56,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,07SWE02704,07SWE02704,0.007,08/23/2007 8:45 AM,Centre,SINGLE EUPHOTIC COMPOSITE,,,,
Mid,09/05/2008 12:15 PM,,,,,,,,,,,,,,,1.16,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,08SWE03960,08SWE02165,0.007,09/05/2008 11:15 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,08/17/2009 4:15 PM,,,,,,,,,,,,,,,1.05,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,09SWE00811,09SWE00715,0.007,08/17/2009 3:15 PM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,08/31/2010 3:45 PM,,,,,,,,,,,,,,,1.18,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,10SWE01442,10SWE01443,0.007,08/31/2010 2:45 PM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,09/01/2011 8:30 AM,,,,,,,,,,,,,,,1.2,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,11SWE06688,11SWE06689,0.005,09/01/2011 7:30 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,08/26/2012 3:45 PM,,,,,,,,,,,,,,,1.17,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,12SWE02081,12SWE02082,0.005,08/26/2012 2:45 PM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,08/28/2013 1:10 PM,,,,,,,,,,,,,,,1.12,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,13SWE02340,13SWE02341,0.005,08/28/2013 12:10 PM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,08/18/2014 4:00 PM,,,,,,,,,,,,,,,0.87,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,14SWE02236,14SWE02237,0.007,08/18/2014 3:00 PM,Centre,SINGLE EUPHOTIC COMPOSITE,,,,
Mid,08/29/2015 7:30 AM,,,,,,,,,,,,,,,0.06,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,15SWE05523,15SWE05525,0.007,08/29/2015 8:00 AM,Centre,FIELD BLANK,,,,
Mid,08/29/2015 7:30 AM,,,,,,,,,,,,,,,0.06,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,15SWE05523,15SWE05526,0.007,08/29/2015 8:15 AM,Centre,TRIP BLANK,,,,
Mid,08/29/2015 7:30 AM,,,,,,,,,,,,,,,1.1,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,15SWE05523,15SWE05524,0.007,08/29/2015 6:30 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,08/26/2016 11:45 AM,,,,,,,,,,,,,,,1.3,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,16SWE08263,16SWE08264,0.006,08/26/2016 10:45 AM,Centre,SINGLE EUPHOTIC COMPOSITE,,,,
Mid,08/25/2017 7:45 AM,,,,,,,,,,,,,,,1.09,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,2185,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,17SWE12773,17SWE12774,0.006,08/25/2017 6:45 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,03/24/2003 12:00 PM,,,,,,,,,,,,,,,3.5,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,235,ETL,104242,NULL,0.2,03/24/2003 12:00 PM,'---,,,,,
Mid,07/26/2004 12:00 PM,,,,,,,,,,,,,,,0.8,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,235,ETL,104239,,0.2,07/26/2004 11:00 AM,'---,,,,,
Mid,07/22/2005 12:00 PM,,,,,,,,,,,,,,,1.2,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,235,ETL,104236,NULL,0.2,07/22/2005 11:00 AM,'---,,,,,
Mid,09/14/2006 12:00 PM,,,,,,,,,,,,,,,1.4,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,235,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",104233,,0.2,09/14/2006 11:00 AM,'---,,,,,
Mid,09/11/2007 12:00 PM,,,,,,,,,,,,,,,1.6,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,235,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",104230,,0.2,09/11/2007 11:00 AM,'---,,,,,
Mid,03/17/2009 9:25 AM,,,,,,,,,,,,,,,1.38,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,235,"ALBERTA RESEARCH COUNCIL, INORGANIC ANALYSIS LABORATORY",09SWE00382,09SWE00382-01,,03/17/2009 8:25 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,09/18/2009 12:00 PM,,,,,,,,,,,,,,,1.35,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,235,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",104227,,0.2,09/18/2009 11:00 AM,'---,,,,,
Mid,09/10/2011 12:00 PM,,,,,,,,,,,,,,,1.17,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,235,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",106085,,0.2,09/10/2011 11:00 AM,'---,,,,,
Mid,09/08/2012 12:00 PM,,,,,,,,,,,,,,,1.25,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,235,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",106088,,0.2,09/08/2012 11:00 AM,'---,,,,,
Mid,09/07/2013 12:00 PM,,,,,,,,,,,,,,,0.93,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,235,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",106968,,0.2,09/07/2013 11:00 AM,'---,,,,,
Mid,09/11/2014 12:00 PM,,,,,,,,,,,,,,,0.98,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,235,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107422,,0.2,09/11/2014 11:00 AM,'---,,,,,
Mid,03/15/2016 12:00 PM,,,,,,,,,,,,,,,1.9,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,442,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112630,,0.1,03/15/2016 11:00 AM,'---,,,,,
Mid,07/19/2016 12:00 PM,,,,,,,,,,,,,,,1.5,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,442,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112429,,0.05,07/19/2016 11:00 AM,'---,,,,,
Mid,09/20/2016 12:00 PM,,,,,,,,,,,,,,,0.81,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,442,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112237,,0.05,09/20/2016 11:00 AM,'---,,,,,
Mid,03/13/2017 12:00 PM,,,,,,,,,,,,,,,1.6,,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,mg/l,442,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",111802,,0.05,03/13/2017 11:00 AM,'---,,,,,
Mid,09/18/2020 10:40 AM,,,,,,,,,,,,,,,1.4,,,,,,,,,,,KEARL LAKE,KEARL LAKE,0.1,'---,mg/l,442,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",20SWE11038,20SWE11039,0.05,09/18/2020 9:40 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,08/18/2021 3:15 PM,,,,,,,,,,,,,,,1.5,,,,,,,,,,,KEARL LAKE,KEARL LAKE,0.1,'---,mg/l,442,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",21SWE04621,21SWE04621-01,0.05,08/18/2021 2:15 PM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,09/16/2022 7:20 AM,,,,,,,,,,,,,,,1.9,,,,,,,,,,,KEARL LAKE,KEARL LAKE,0.1,'---,mg/l,442,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",22SWE04634,22SWE04634-01,0.05,09/16/2022 6:20 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,09/27/2000 12:00 PM,,,,,,,,,,,,,,,,8,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,'---,389,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,00SWE04029,00SWE04029,,09/27/2000 11:00 AM,Centre,EUPHOTIC COMPOSITE,,,,
Mid,09/13/2001 12:00 PM,,,,,,,,,,,,,,,,7.9,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,'---,389,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,01SWE03883,01SWE03883,,09/13/2001 11:00 AM,Centre,VERTICAL INTEGRATED,,,,
Mid,09/04/2002 12:00 PM,,,,,,,,,,,,,,,,7.7,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,'---,389,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,02SWE03131,02SWE03131,,09/04/2002 11:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,03/24/2003 12:00 PM,,,,,,,,,,,,,,,,7.8,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,'---,389,ETL,104242,NULL,0.1,03/24/2003 12:00 PM,'---,,,,,
Mid,08/31/2003 12:00 PM,,,,,,,,,,,,,,,,7.94,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,'---,389,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,03SWE02484,03SWE02484,,08/31/2003 11:00 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,06/17/2004 2:30 PM,,,,,,,,,,,,,,,,7.94,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,'---,389,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE01029,04SWE01030,,06/17/2004 1:30 PM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,07/14/2004 9:15 AM,,,,,,,,,,,,,,,,7.97,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,'---,389,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE01843,04SWE01844,,07/14/2004 8:15 AM,Centre,DISCRETE SAMPLE (GRAB),,,,
Mid,07/26/2004 12:00 PM,,,,,,,,,,,,,,,,8.1,,,,,,,,,,KEARL LAKE,KEARL LAKE,,'---,'---,389,ETL,104239,,0.1,07/26/2004 11:00 AM,'---,,,,,
