Distance Group,Sampling Timestamp,Aluminum Dissolved,Aluminum Total Recoverable,Calcium Dissolved,Calcium Total,Copper Dissolved,Copper Total Recoverable,Lead Dissolved,Lead Total Recoverable,Mercury Dissolved,Mercury Total,Methyl Mercury,Nickel Dissolved,Nickel Total Recoverable,Nitrogen Kjeldahl Dissolved,Nitrogen Kjeldahl Total,pH,pH (Field),Phosphorus Total,Phosphorus Total Dissolved,Turbidity,Vanadium Total Recoverable,Vanadium Dissolved,OXYGEN BIOCHEMICAL DEMAND,Oxygen Dissolved (Field Meter),Oxygen dissolved % saturation,Site Name,Unit Symbol
Mid,03/15/2016 12:00 PM,0.13,,,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,07/19/2016 12:00 PM,1.06,,,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/20/2016 12:00 PM,0.39,,,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,03/14/2017 12:00 PM,0.82,,,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/14/2003 12:00 PM,,5.2,,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/10/2007 12:00 PM,,2.75,,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/13/2009 12:00 PM,,16.2,,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2011 12:00 PM,,6.12,,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2012 12:00 PM,,14.0,,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2013 12:00 PM,,4.31,,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2014 12:00 PM,,11.1,,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,03/15/2016 12:00 PM,,21.7,,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,07/19/2016 12:00 PM,,16.0,,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/20/2016 12:00 PM,,4.3,,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,03/14/2017 12:00 PM,,8.7,,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/14/2003 12:00 PM,,,18.2,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/10/2007 12:00 PM,,,17.7,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/13/2009 12:00 PM,,,19.0,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/09/2011 12:00 PM,,,18.6,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/09/2012 12:00 PM,,,19.3,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/05/2013 12:00 PM,,,21.5,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/05/2014 12:00 PM,,,17.8,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,03/15/2016 12:00 PM,,,34.0,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,07/19/2016 12:00 PM,,,12.7,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/20/2016 12:00 PM,,,22.3,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,03/14/2017 12:00 PM,,,32.8,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/14/2003 12:00 PM,,,21.3,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/10/2007 12:00 PM,,,20.4,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/13/2009 12:00 PM,,,23.8,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/09/2011 12:00 PM,,,22.2,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/09/2012 12:00 PM,,,20.3,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/05/2013 12:00 PM,,,23.1,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/05/2014 12:00 PM,,,22.1,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,03/15/2016 12:00 PM,,,37.0,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,07/19/2016 12:00 PM,,,21.0,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/20/2016 12:00 PM,,,26.0,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,03/14/2017 12:00 PM,,,38.0,,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/14/2003 12:00 PM,,,,18.0,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/10/2007 12:00 PM,,,,18.6,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/13/2009 12:00 PM,,,,19.8,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/09/2011 12:00 PM,,,,21.0,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/09/2012 12:00 PM,,,,20.1,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/05/2013 12:00 PM,,,,21.8,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/05/2014 12:00 PM,,,,20.1,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,03/15/2016 12:00 PM,,,,35.3,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,07/19/2016 12:00 PM,,,,12.7,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/20/2016 12:00 PM,,,,22.7,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,03/14/2017 12:00 PM,,,,33.1,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,03/15/2016 12:00 PM,,,,37.0,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,07/19/2016 12:00 PM,,,,20.0,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/20/2016 12:00 PM,,,,24.0,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,03/14/2017 12:00 PM,,,,37.0,,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/14/2003 12:00 PM,,,,,0.4,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/10/2007 12:00 PM,,,,,0.1,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/13/2009 12:00 PM,,,,,0.1,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2011 12:00 PM,,,,,0.188,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2012 12:00 PM,,,,,0.1,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2013 12:00 PM,,,,,0.409,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2014 12:00 PM,,,,,0.16,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,03/15/2016 12:00 PM,,,,,0.3,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,07/19/2016 12:00 PM,,,,,0.16,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/20/2016 12:00 PM,,,,,0.22,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,03/14/2017 12:00 PM,,,,,0.25,,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/14/2003 12:00 PM,,,,,,0.4,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/10/2007 12:00 PM,,,,,,0.1,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/13/2009 12:00 PM,,,,,,0.1,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2011 12:00 PM,,,,,,0.19,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2012 12:00 PM,,,,,,0.1,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2013 12:00 PM,,,,,,0.589,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2014 12:00 PM,,,,,,0.17,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,03/15/2016 12:00 PM,,,,,,0.3,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,07/19/2016 12:00 PM,,,,,,0.16,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/20/2016 12:00 PM,,,,,,0.22,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,03/14/2017 12:00 PM,,,,,,0.32,,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/14/2003 12:00 PM,,,,,,,0.02,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/10/2007 12:00 PM,,,,,,,0.006,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/13/2009 12:00 PM,,,,,,,0.006,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2011 12:00 PM,,,,,,,0.1,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2012 12:00 PM,,,,,,,0.1,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2013 12:00 PM,,,,,,,0.1,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2014 12:00 PM,,,,,,,0.005,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,03/15/2016 12:00 PM,,,,,,,0.004,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,07/19/2016 12:00 PM,,,,,,,0.006,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/20/2016 12:00 PM,,,,,,,0.012,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,03/14/2017 12:00 PM,,,,,,,0.004,,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/14/2003 12:00 PM,,,,,,,,0.1,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/10/2007 12:00 PM,,,,,,,,0.0131,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/13/2009 12:00 PM,,,,,,,,0.006,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2011 12:00 PM,,,,,,,,0.1,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2012 12:00 PM,,,,,,,,0.1,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2013 12:00 PM,,,,,,,,0.102,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2014 12:00 PM,,,,,,,,0.016,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,03/15/2016 12:00 PM,,,,,,,,0.015,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,07/19/2016 12:00 PM,,,,,,,,0.006,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/20/2016 12:00 PM,,,,,,,,0.012,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,03/14/2017 12:00 PM,,,,,,,,0.035,,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/14/2003 12:00 PM,,,,,,,,,0.05,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/10/2007 12:00 PM,,,,,,,,,0.05,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/13/2009 12:00 PM,,,,,,,,,0.05,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2011 12:00 PM,,,,,,,,,0.05,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2012 12:00 PM,,,,,,,,,0.05,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2013 12:00 PM,,,,,,,,,0.05,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2014 12:00 PM,,,,,,,,,0.009,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,03/15/2016 12:00 PM,,,,,,,,,0.12,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,ng/L
Mid,07/19/2016 12:00 PM,,,,,,,,,0.19,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,ng/L
Mid,09/20/2016 12:00 PM,,,,,,,,,0.3,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,ng/L
Mid,03/14/2017 12:00 PM,,,,,,,,,0.19,,,,,,,,,,,,,,,,,MCCLELLAND LAKE,ng/L
Mid,09/14/2003 12:00 PM,,,,,,,,,,1.2,,,,,,,,,,,,,,,,MCCLELLAND LAKE,ng/L
Mid,09/10/2007 12:00 PM,,,,,,,,,,1.2,,,,,,,,,,,,,,,,MCCLELLAND LAKE,ng/L
Mid,09/13/2009 12:00 PM,,,,,,,,,,1.2,,,,,,,,,,,,,,,,MCCLELLAND LAKE,ng/L
Mid,09/09/2011 12:00 PM,,,,,,,,,,0.6,,,,,,,,,,,,,,,,MCCLELLAND LAKE,ng/L
Mid,09/09/2012 12:00 PM,,,,,,,,,,1.0,,,,,,,,,,,,,,,,MCCLELLAND LAKE,ng/L
Mid,09/14/2003 12:00 PM,,,,,,,,,,0.05,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/10/2007 12:00 PM,,,,,,,,,,0.05,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/13/2009 12:00 PM,,,,,,,,,,0.05,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2011 12:00 PM,,,,,,,,,,0.05,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2012 12:00 PM,,,,,,,,,,0.05,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2013 12:00 PM,,,,,,,,,,0.05,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2014 12:00 PM,,,,,,,,,,0.008,,,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2013 12:00 PM,,,,,,,,,,0.32,,,,,,,,,,,,,,,,MCCLELLAND LAKE,ng/L
Mid,09/05/2014 12:00 PM,,,,,,,,,,0.42,,,,,,,,,,,,,,,,MCCLELLAND LAKE,ng/L
Mid,03/15/2016 12:00 PM,,,,,,,,,,0.34,,,,,,,,,,,,,,,,MCCLELLAND LAKE,ng/L
Mid,07/19/2016 12:00 PM,,,,,,,,,,0.43,,,,,,,,,,,,,,,,MCCLELLAND LAKE,ng/L
Mid,09/20/2016 12:00 PM,,,,,,,,,,0.31,,,,,,,,,,,,,,,,MCCLELLAND LAKE,ng/L
Mid,03/14/2017 12:00 PM,,,,,,,,,,0.5,,,,,,,,,,,,,,,,MCCLELLAND LAKE,ng/L
Mid,03/15/2016 12:00 PM,,,,,,,,,,,0.01,,,,,,,,,,,,,,,MCCLELLAND LAKE,ng/L
Mid,07/19/2016 12:00 PM,,,,,,,,,,,0.01,,,,,,,,,,,,,,,MCCLELLAND LAKE,ng/L
Mid,09/20/2016 12:00 PM,,,,,,,,,,,0.01,,,,,,,,,,,,,,,MCCLELLAND LAKE,ng/L
Mid,03/14/2017 12:00 PM,,,,,,,,,,,0.02,,,,,,,,,,,,,,,MCCLELLAND LAKE,ng/L
Mid,09/14/2003 12:00 PM,,,,,,,,,,,,0.1,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/10/2007 12:00 PM,,,,,,,,,,,,0.06,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/13/2009 12:00 PM,,,,,,,,,,,,0.06,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2011 12:00 PM,,,,,,,,,,,,0.1,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2012 12:00 PM,,,,,,,,,,,,0.1,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2013 12:00 PM,,,,,,,,,,,,0.179,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2014 12:00 PM,,,,,,,,,,,,0.006,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,03/15/2016 12:00 PM,,,,,,,,,,,,0.051,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,07/19/2016 12:00 PM,,,,,,,,,,,,0.101,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/20/2016 12:00 PM,,,,,,,,,,,,0.006,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,03/14/2017 12:00 PM,,,,,,,,,,,,0.068,,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/14/2003 12:00 PM,,,,,,,,,,,,,0.1,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/10/2007 12:00 PM,,,,,,,,,,,,,0.06,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/13/2009 12:00 PM,,,,,,,,,,,,,0.06,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2011 12:00 PM,,,,,,,,,,,,,0.1,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2012 12:00 PM,,,,,,,,,,,,,0.1,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2013 12:00 PM,,,,,,,,,,,,,0.215,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2014 12:00 PM,,,,,,,,,,,,,0.008,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,03/15/2016 12:00 PM,,,,,,,,,,,,,0.07,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,07/19/2016 12:00 PM,,,,,,,,,,,,,0.102,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,09/20/2016 12:00 PM,,,,,,,,,,,,,0.008,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,03/14/2017 12:00 PM,,,,,,,,,,,,,0.848,,,,,,,,,,,,,MCCLELLAND LAKE,µg/l
Mid,03/15/2016 12:00 PM,,,,,,,,,,,,,,1.1,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,07/19/2016 12:00 PM,,,,,,,,,,,,,,0.95,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/20/2016 12:00 PM,,,,,,,,,,,,,,0.87,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,03/14/2017 12:00 PM,,,,,,,,,,,,,,1.2,,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/14/2003 12:00 PM,,,,,,,,,,,,,,,0.9,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/10/2007 12:00 PM,,,,,,,,,,,,,,,0.9,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/13/2009 12:00 PM,,,,,,,,,,,,,,,1.05,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/09/2011 12:00 PM,,,,,,,,,,,,,,,0.98,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/09/2012 12:00 PM,,,,,,,,,,,,,,,0.97,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/05/2013 12:00 PM,,,,,,,,,,,,,,,0.98,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/05/2014 12:00 PM,,,,,,,,,,,,,,,0.81,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,03/15/2016 12:00 PM,,,,,,,,,,,,,,,1.0,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,07/19/2016 12:00 PM,,,,,,,,,,,,,,,0.91,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/20/2016 12:00 PM,,,,,,,,,,,,,,,0.81,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,03/14/2017 12:00 PM,,,,,,,,,,,,,,,1.1,,,,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/14/2003 12:00 PM,,,,,,,,,,,,,,,,8.5,,,,,,,,,,MCCLELLAND LAKE,'---
Mid,09/10/2007 12:00 PM,,,,,,,,,,,,,,,,8.7,,,,,,,,,,MCCLELLAND LAKE,'---
Mid,09/13/2009 12:00 PM,,,,,,,,,,,,,,,,8.46,,,,,,,,,,MCCLELLAND LAKE,'---
Mid,09/09/2011 12:00 PM,,,,,,,,,,,,,,,,8.71,,,,,,,,,,MCCLELLAND LAKE,'---
Mid,09/09/2012 12:00 PM,,,,,,,,,,,,,,,,8.45,,,,,,,,,,MCCLELLAND LAKE,'---
Mid,09/05/2013 12:00 PM,,,,,,,,,,,,,,,,8.48,,,,,,,,,,MCCLELLAND LAKE,'---
Mid,09/05/2014 12:00 PM,,,,,,,,,,,,,,,,8.44,,,,,,,,,,MCCLELLAND LAKE,'---
Mid,03/15/2016 12:00 PM,,,,,,,,,,,,,,,,8.06,,,,,,,,,,MCCLELLAND LAKE,'---
Mid,07/19/2016 12:00 PM,,,,,,,,,,,,,,,,8.9,,,,,,,,,,MCCLELLAND LAKE,'---
Mid,09/20/2016 12:00 PM,,,,,,,,,,,,,,,,8.47,,,,,,,,,,MCCLELLAND LAKE,'---
Mid,03/14/2017 12:00 PM,,,,,,,,,,,,,,,,8.1,,,,,,,,,,MCCLELLAND LAKE,'---
Mid,09/15/2006 12:00 PM,,,,,,,,,,,,,,,,,8.25,,,,,,,,,MCCLELLAND LAKE,'---
Mid,09/10/2007 12:00 PM,,,,,,,,,,,,,,,,,8.47,,,,,,,,,MCCLELLAND LAKE,'---
Mid,09/08/2008 12:00 PM,,,,,,,,,,,,,,,,,8.97,,,,,,,,,MCCLELLAND LAKE,'---
Mid,09/13/2009 12:00 PM,,,,,,,,,,,,,,,,,9.1,,,,,,,,,MCCLELLAND LAKE,'---
Mid,09/14/2003 12:00 PM,,,,,,,,,,,,,,,,,,0.014,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/10/2007 12:00 PM,,,,,,,,,,,,,,,,,,0.012,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/13/2009 12:00 PM,,,,,,,,,,,,,,,,,,0.0143,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/09/2011 12:00 PM,,,,,,,,,,,,,,,,,,0.0168,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/09/2012 12:00 PM,,,,,,,,,,,,,,,,,,0.0129,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/05/2013 12:00 PM,,,,,,,,,,,,,,,,,,0.0173,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/05/2014 12:00 PM,,,,,,,,,,,,,,,,,,0.0136,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,03/15/2016 12:00 PM,,,,,,,,,,,,,,,,,,0.014,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,07/19/2016 12:00 PM,,,,,,,,,,,,,,,,,,0.01,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/20/2016 12:00 PM,,,,,,,,,,,,,,,,,,0.019,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,03/14/2017 12:00 PM,,,,,,,,,,,,,,,,,,0.016,,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/14/2003 12:00 PM,,,,,,,,,,,,,,,,,,,0.005,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/10/2007 12:00 PM,,,,,,,,,,,,,,,,,,,0.003,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/13/2009 12:00 PM,,,,,,,,,,,,,,,,,,,0.0033,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/09/2011 12:00 PM,,,,,,,,,,,,,,,,,,,0.0035,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/09/2012 12:00 PM,,,,,,,,,,,,,,,,,,,0.0133,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/05/2013 12:00 PM,,,,,,,,,,,,,,,,,,,0.0059,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/05/2014 12:00 PM,,,,,,,,,,,,,,,,,,,0.0021,,,,,,,MCCLELLAND LAKE,mg/l
Mid,03/15/2016 12:00 PM,,,,,,,,,,,,,,,,,,,0.006,,,,,,,MCCLELLAND LAKE,mg/l
Mid,07/19/2016 12:00 PM,,,,,,,,,,,,,,,,,,,0.003,,,,,,,MCCLELLAND LAKE,mg/l
Mid,09/20/2016 12:00 PM,,,,,,,,,,,,,,,,,,,0.005,,,,,,,MCCLELLAND LAKE,mg/l
Mid,03/14/2017 12:00 PM,,,,,,,,,,,,,,,,,,,0.0058,,,,,,,MCCLELLAND LAKE,mg/l
Mid,03/15/2016 12:00 PM,,,,,,,,,,,,,,,,,,,,0.66,,,,,,MCCLELLAND LAKE,NTU
Mid,07/19/2016 12:00 PM,,,,,,,,,,,,,,,,,,,,1.1,,,,,,MCCLELLAND LAKE,NTU
Mid,09/20/2016 12:00 PM,,,,,,,,,,,,,,,,,,,,1.4,,,,,,MCCLELLAND LAKE,NTU
Mid,03/14/2017 12:00 PM,,,,,,,,,,,,,,,,,,,,1.1,,,,,,MCCLELLAND LAKE,NTU
Mid,09/14/2003 12:00 PM,,,,,,,,,,,,,,,,,,,,,0.2,,,,,MCCLELLAND LAKE,µg/l
Mid,09/10/2007 12:00 PM,,,,,,,,,,,,,,,,,,,,,0.0521,,,,,MCCLELLAND LAKE,µg/l
Mid,09/13/2009 12:00 PM,,,,,,,,,,,,,,,,,,,,,0.12,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2011 12:00 PM,,,,,,,,,,,,,,,,,,,,,0.207,,,,,MCCLELLAND LAKE,µg/l
Mid,09/09/2012 12:00 PM,,,,,,,,,,,,,,,,,,,,,0.164,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2013 12:00 PM,,,,,,,,,,,,,,,,,,,,,0.1,,,,,MCCLELLAND LAKE,µg/l
Mid,09/05/2014 12:00 PM,,,,,,,,,,,,,,,,,,,,,0.12,,,,,MCCLELLAND LAKE,µg/l
