Distance Group,Sampling Timestamp,Aluminum Dissolved,Aluminum Total Recoverable,Calcium Dissolved,Calcium Total,Copper Dissolved,Copper Total Recoverable,Lead Dissolved,Lead Total Recoverable,Mercury Dissolved,Mercury Total,Methyl Mercury,Nickel Dissolved,Nickel Total Recoverable,Nitrogen Kjeldahl Dissolved,Nitrogen Kjeldahl Total,pH,pH (Field),Phosphorus Total,Phosphorus Total Dissolved,Turbidity,Vanadium Total Recoverable,Vanadium Dissolved,OXYGEN BIOCHEMICAL DEMAND,Oxygen Dissolved (Field Meter),Oxygen dissolved % saturation,Site Name,Unit Symbol
Far,08/19/2009 10:30 AM,,,,,,,,,,,,,,,,,,0.013,,,,,,,,NAMUR LAKE,mg/l
Far,09/03/2010 09:30 AM,,,,,,,,,,,,,,,,,,0.014,,,,,,,,NAMUR LAKE,mg/l
Far,08/30/2011 10:30 AM,,,,,,,,,,,,,,,,,,0.01,,,,,,,,NAMUR LAKE,mg/l
Far,08/30/2012 09:00 AM,,,,,,,,,,,,,,,,,,0.012,,,,,,,,NAMUR LAKE,mg/l
Far,08/26/2013 12:45 PM,,,,,,,,,,,,,,,,,,0.014,,,,,,,,NAMUR LAKE,mg/l
Far,08/19/2014 02:30 PM,,,,,,,,,,,,,,,,,,0.014,,,,,,,,NAMUR LAKE,mg/l
Far,08/27/2015 04:30 PM,,,,,,,,,,,,,,,,,,0.012,,,,,,,,NAMUR LAKE,mg/l
Far,08/23/2016 10:30 AM,,,,,,,,,,,,,,,,,,0.011,,,,,,,,NAMUR LAKE,mg/l
Far,08/23/2017 08:29 AM,,,,,,,,,,,,,,,,,,0.014,,,,,,,,NAMUR LAKE,mg/l
Far,05/26/2014 12:00 PM,,,,,,,,,,,,,,,,,,0.0188,,,,,,,,NAMUR LAKE,mg/l
Far,07/10/2014 12:00 PM,,,,,,,,,,,,,,,,,,0.0103,,,,,,,,NAMUR LAKE,567
Far,09/06/2014 12:00 PM,,,,,,,,,,,,,,,,,,0.0214,,,,,,,,NAMUR LAKE,567
Far,03/03/2015 12:00 PM,,,,,,,,,,,,,,,,,,0.021,,,,,,,,NAMUR LAKE,567
Far,03/15/2016 12:00 PM,,,,,,,,,,,,,,,,,,0.016,,,,,,,,NAMUR LAKE,443
Far,07/19/2016 12:00 PM,,,,,,,,,,,,,,,,,,0.011,,,,,,,,NAMUR LAKE,443
Far,09/20/2016 12:00 PM,,,,,,,,,,,,,,,,,,0.019,,,,,,,,NAMUR LAKE,443
Far,03/14/2017 12:00 PM,,,,,,,,,,,,,,,,,,0.028,,,,,,,,NAMUR LAKE,443
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,0.011,,,,,,,,NAMUR LAKE,443
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,0.012,,,,,,,,NAMUR LAKE,mg/l
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,0.012,,,,,,,,NAMUR LAKE,mg/l
Far,08/10/1999 10:25 AM,,,,,,,,,,,,,,,,,,,0.008,,,,,,,NAMUR LAKE,mg/l
Far,08/31/2000 09:20 AM,,,,,,,,,,,,,,,,,,,0.01,,,,,,,NAMUR LAKE,mg/l
Far,09/13/2001 10:45 AM,,,,,,,,,,,,,,,,,,,0.011,,,,,,,NAMUR LAKE,mg/l
Far,10/01/2002 12:00 PM,,,,,,,,,,,,,,,,,,,0.012,,,,,,,NAMUR LAKE,mg/l
Far,08/28/2003 08:55 AM,,,,,,,,,,,,,,,,,,,0.008,,,,,,,NAMUR LAKE,mg/l
Far,08/29/2004 08:45 AM,,,,,,,,,,,,,,,,,,,0.008,,,,,,,NAMUR LAKE,mg/l
Far,08/27/2005 09:58 AM,,,,,,,,,,,,,,,,,,,0.011,,,,,,,NAMUR LAKE,mg/l
Far,08/21/2006 12:10 PM,,,,,,,,,,,,,,,,,,,0.006,,,,,,,NAMUR LAKE,mg/l
Far,08/21/2007 09:40 AM,,,,,,,,,,,,,,,,,,,0.004,,,,,,,NAMUR LAKE,mg/l
Far,08/27/2008 10:05 AM,,,,,,,,,,,,,,,,,,,0.004,,,,,,,NAMUR LAKE,mg/l
Far,08/19/2009 10:30 AM,,,,,,,,,,,,,,,,,,,0.004,,,,,,,NAMUR LAKE,mg/l
Far,09/03/2010 09:30 AM,,,,,,,,,,,,,,,,,,,0.006,,,,,,,NAMUR LAKE,mg/l
Far,08/30/2011 10:30 AM,,,,,,,,,,,,,,,,,,,0.006,,,,,,,NAMUR LAKE,mg/l
Far,08/30/2012 09:00 AM,,,,,,,,,,,,,,,,,,,0.004,,,,,,,NAMUR LAKE,mg/l
Far,08/26/2013 12:45 PM,,,,,,,,,,,,,,,,,,,0.006,,,,,,,NAMUR LAKE,mg/l
Far,08/19/2014 02:30 PM,,,,,,,,,,,,,,,,,,,0.007,,,,,,,NAMUR LAKE,mg/l
Far,08/27/2015 04:30 PM,,,,,,,,,,,,,,,,,,,0.005,,,,,,,NAMUR LAKE,mg/l
Far,08/23/2016 10:30 AM,,,,,,,,,,,,,,,,,,,0.006,,,,,,,NAMUR LAKE,mg/l
Far,08/23/2017 08:29 AM,,,,,,,,,,,,,,,,,,,0.009,,,,,,,NAMUR LAKE,mg/l
Far,05/26/2014 12:00 PM,,,,,,,,,,,,,,,,,,,0.0096,,,,,,,NAMUR LAKE,mg/l
Far,07/10/2014 12:00 PM,,,,,,,,,,,,,,,,,,,0.0065,,,,,,,NAMUR LAKE,567
Far,09/06/2014 12:00 PM,,,,,,,,,,,,,,,,,,,0.0345,,,,,,,NAMUR LAKE,567
Far,03/03/2015 12:00 PM,,,,,,,,,,,,,,,,,,,0.0213,,,,,,,NAMUR LAKE,567
Far,03/15/2016 12:00 PM,,,,,,,,,,,,,,,,,,,0.01,,,,,,,NAMUR LAKE,443
Far,07/19/2016 12:00 PM,,,,,,,,,,,,,,,,,,,0.005,,,,,,,NAMUR LAKE,443
Far,09/20/2016 12:00 PM,,,,,,,,,,,,,,,,,,,0.011,,,,,,,NAMUR LAKE,443
Far,03/14/2017 12:00 PM,,,,,,,,,,,,,,,,,,,0.014,,,,,,,NAMUR LAKE,443
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,0.005,,,,,,,NAMUR LAKE,443
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,0.003,,,,,,,NAMUR LAKE,mg/l
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,0.0072,,,,,,,NAMUR LAKE,mg/l
Far,08/10/1999 10:25 AM,,,,,,,,,,,,,,,,,,,,0.5,,,,,,NAMUR LAKE,NTU
Far,08/31/2000 09:20 AM,,,,,,,,,,,,,,,,,,,,0.8,,,,,,NAMUR LAKE,NTU
Far,09/13/2001 10:45 AM,,,,,,,,,,,,,,,,,,,,0.68,,,,,,NAMUR LAKE,NTU
Far,10/01/2002 12:00 PM,,,,,,,,,,,,,,,,,,,,0.87,,,,,,NAMUR LAKE,NTU
Far,08/28/2003 08:55 AM,,,,,,,,,,,,,,,,,,,,0.65,,,,,,NAMUR LAKE,NTU
Far,08/27/2005 09:58 AM,,,,,,,,,,,,,,,,,,,,0.51,,,,,,NAMUR LAKE,NTU
Far,08/21/2007 09:40 AM,,,,,,,,,,,,,,,,,,,,0.51,,,,,,NAMUR LAKE,NTU
Far,08/27/2008 10:05 AM,,,,,,,,,,,,,,,,,,,,0.32,,,,,,NAMUR LAKE,NTU
Far,08/19/2009 10:30 AM,,,,,,,,,,,,,,,,,,,,0.48,,,,,,NAMUR LAKE,NTU
Far,08/30/2011 10:30 AM,,,,,,,,,,,,,,,,,,,,0.69,,,,,,NAMUR LAKE,NTU
Far,08/30/2012 09:00 AM,,,,,,,,,,,,,,,,,,,,0.64,,,,,,NAMUR LAKE,NTU
Far,08/26/2013 12:45 PM,,,,,,,,,,,,,,,,,,,,1.53,,,,,,NAMUR LAKE,NTU
Far,08/19/2014 02:30 PM,,,,,,,,,,,,,,,,,,,,0.71,,,,,,NAMUR LAKE,NTU
Far,08/27/2015 04:30 PM,,,,,,,,,,,,,,,,,,,,0.58,,,,,,NAMUR LAKE,NTU
Far,08/23/2016 10:30 AM,,,,,,,,,,,,,,,,,,,,0.88,,,,,,NAMUR LAKE,NTU
Far,08/23/2017 08:29 AM,,,,,,,,,,,,,,,,,,,,0.315,,,,,,NAMUR LAKE,NTU
Far,03/15/2016 12:00 PM,,,,,,,,,,,,,,,,,,,,0.39,,,,,,NAMUR LAKE,NTU
Far,07/19/2016 12:00 PM,,,,,,,,,,,,,,,,,,,,0.4,,,,,,NAMUR LAKE,409
Far,09/20/2016 12:00 PM,,,,,,,,,,,,,,,,,,,,1.3,,,,,,NAMUR LAKE,409
Far,03/14/2017 12:00 PM,,,,,,,,,,,,,,,,,,,,0.93,,,,,,NAMUR LAKE,409
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,0.44,,,,,,NAMUR LAKE,409
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,0.71,,,,,,NAMUR LAKE,NTU
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,0.67,,,,,,NAMUR LAKE,NTU
Far,09/13/2001 10:45 AM,,,,,,,,,,,,,,,,,,,,,0.2,,,,,NAMUR LAKE,µg/l
Far,08/28/2003 08:55 AM,,,,,,,,,,,,,,,,,,,,,0.1,,,,,NAMUR LAKE,µg/l
Far,08/29/2004 08:45 AM,,,,,,,,,,,,,,,,,,,,,0.05,,,,,NAMUR LAKE,µg/l
Far,08/27/2005 09:58 AM,,,,,,,,,,,,,,,,,,,,,0.071,,,,,NAMUR LAKE,µg/l
Far,08/21/2006 12:10 PM,,,,,,,,,,,,,,,,,,,,,0.0915,,,,,NAMUR LAKE,µg/l
Far,08/21/2007 09:40 AM,,,,,,,,,,,,,,,,,,,,,0.0897,,,,,NAMUR LAKE,µg/l
Far,08/27/2008 10:05 AM,,,,,,,,,,,,,,,,,,,,,0.0607,,,,,NAMUR LAKE,µg/l
Far,08/19/2009 10:30 AM,,,,,,,,,,,,,,,,,,,,,0.0628,,,,,NAMUR LAKE,µg/l
Far,09/03/2010 09:30 AM,,,,,,,,,,,,,,,,,,,,,0.0931,,,,,NAMUR LAKE,µg/l
Far,08/30/2011 10:30 AM,,,,,,,,,,,,,,,,,,,,,0.0768,,,,,NAMUR LAKE,µg/l
Far,08/30/2012 09:00 AM,,,,,,,,,,,,,,,,,,,,,0.124,,,,,NAMUR LAKE,µg/l
Far,08/26/2013 12:45 PM,,,,,,,,,,,,,,,,,,,,,0.0838,,,,,NAMUR LAKE,µg/l
Far,07/10/2014 12:00 PM,,,,,,,,,,,,,,,,,,,,,0.14,,,,,NAMUR LAKE,µg/l
Far,08/19/2014 02:30 PM,,,,,,,,,,,,,,,,,,,,,0.11,,,,,NAMUR LAKE,µg/l
Far,09/06/2014 12:00 PM,,,,,,,,,,,,,,,,,,,,,0.12,,,,,NAMUR LAKE,µg/l
Far,03/03/2015 12:00 PM,,,,,,,,,,,,,,,,,,,,,0.08,,,,,NAMUR LAKE,µg/l
Far,08/27/2015 04:30 PM,,,,,,,,,,,,,,,,,,,,,0.08,,,,,NAMUR LAKE,µg/l
Far,03/15/2016 12:00 PM,,,,,,,,,,,,,,,,,,,,,0.09,,,,,NAMUR LAKE,µg/l
Far,07/19/2016 12:00 PM,,,,,,,,,,,,,,,,,,,,,0.1,,,,,NAMUR LAKE,µg/l
Far,08/23/2016 10:30 AM,,,,,,,,,,,,,,,,,,,,,0.04,,,,,NAMUR LAKE,µg/l
Far,09/20/2016 12:00 PM,,,,,,,,,,,,,,,,,,,,,0.05,,,,,NAMUR LAKE,µg/l
Far,03/14/2017 12:00 PM,,,,,,,,,,,,,,,,,,,,,0.1,,,,,NAMUR LAKE,µg/l
Far,08/23/2017 08:29 AM,,,,,,,,,,,,,,,,,,,,,0.08,,,,,NAMUR LAKE,µg/l
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,0.066,,,,,NAMUR LAKE,µg/l
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,0.097,,,,,NAMUR LAKE,µg/l
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,0.083,,,,,NAMUR LAKE,µg/l
Far,08/28/2003 08:55 AM,,,,,,,,,,,,,,,,,,,,,,0.1,,,,NAMUR LAKE,µg/l
Far,08/29/2004 08:45 AM,,,,,,,,,,,,,,,,,,,,,,0.02,,,,NAMUR LAKE,µg/l
Far,08/27/2005 09:58 AM,,,,,,,,,,,,,,,,,,,,,,0.046,,,,NAMUR LAKE,µg/l
Far,08/21/2007 09:40 AM,,,,,,,,,,,,,,,,,,,,,,0.0418,,,,NAMUR LAKE,µg/l
Far,08/27/2008 10:05 AM,,,,,,,,,,,,,,,,,,,,,,0.0347,,,,NAMUR LAKE,µg/l
Far,08/19/2009 10:30 AM,,,,,,,,,,,,,,,,,,,,,,0.0538,,,,NAMUR LAKE,µg/l
Far,09/03/2010 09:30 AM,,,,,,,,,,,,,,,,,,,,,,0.0417,,,,NAMUR LAKE,µg/l
Far,08/30/2011 10:30 AM,,,,,,,,,,,,,,,,,,,,,,0.0689,,,,NAMUR LAKE,µg/l
Far,08/30/2012 09:00 AM,,,,,,,,,,,,,,,,,,,,,,0.0591,,,,NAMUR LAKE,µg/l
Far,08/26/2013 12:45 PM,,,,,,,,,,,,,,,,,,,,,,0.0615,,,,NAMUR LAKE,µg/l
Far,07/10/2014 12:00 PM,,,,,,,,,,,,,,,,,,,,,,0.08,,,,NAMUR LAKE,µg/l
Far,08/19/2014 02:30 PM,,,,,,,,,,,,,,,,,,,,,,0.05,,,,NAMUR LAKE,µg/l
Far,09/06/2014 12:00 PM,,,,,,,,,,,,,,,,,,,,,,0.06,,,,NAMUR LAKE,µg/l
Far,03/03/2015 12:00 PM,,,,,,,,,,,,,,,,,,,,,,0.04,,,,NAMUR LAKE,µg/l
Far,08/27/2015 04:30 PM,,,,,,,,,,,,,,,,,,,,,,0.04,,,,NAMUR LAKE,µg/l
Far,03/15/2016 12:00 PM,,,,,,,,,,,,,,,,,,,,,,0.05,,,,NAMUR LAKE,µg/l
Far,07/19/2016 12:00 PM,,,,,,,,,,,,,,,,,,,,,,0.07,,,,NAMUR LAKE,µg/l
Far,08/23/2016 10:30 AM,,,,,,,,,,,,,,,,,,,,,,0.04,,,,NAMUR LAKE,µg/l
Far,09/20/2016 12:00 PM,,,,,,,,,,,,,,,,,,,,,,0.03,,,,NAMUR LAKE,µg/l
Far,03/14/2017 12:00 PM,,,,,,,,,,,,,,,,,,,,,,0.07,,,,NAMUR LAKE,µg/l
Far,08/23/2017 08:29 AM,,,,,,,,,,,,,,,,,,,,,,0.048,,,,NAMUR LAKE,µg/l
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,0.044,,,,NAMUR LAKE,µg/l
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,0.038,,,,NAMUR LAKE,µg/l
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,0.068,,,,NAMUR LAKE,µg/l
Far,05/26/2014 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,2.0,,,NAMUR LAKE,mg/l
Far,07/10/2014 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,2.0,,,NAMUR LAKE,mg/l
Far,09/06/2014 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,2.0,,,NAMUR LAKE,mg/l
Far,03/03/2015 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,2.0,,,NAMUR LAKE,mg/l
Far,03/15/2016 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,2.0,,,NAMUR LAKE,mg/l
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,92.3,,NAMUR LAKE,%
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,92.0,,NAMUR LAKE,%
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,92.2,,NAMUR LAKE,%
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,92.2,,NAMUR LAKE,%
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,92.2,,NAMUR LAKE,%
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,92.1,,NAMUR LAKE,%
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,92.1,,NAMUR LAKE,%
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,92.1,,NAMUR LAKE,%
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,92.1,,NAMUR LAKE,%
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,92.0,,NAMUR LAKE,%
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,92.0,,NAMUR LAKE,%
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,92.1,,NAMUR LAKE,%
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,92.1,,NAMUR LAKE,%
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,92.1,,NAMUR LAKE,%
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,92.1,,NAMUR LAKE,%
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,92.1,,NAMUR LAKE,%
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,92.1,,NAMUR LAKE,%
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,92.2,,NAMUR LAKE,%
Far,09/16/2020 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.8,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.8,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.7,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.7,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.6,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.5,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.5,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.4,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.3,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.1,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,98.8,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,98.8,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,98.7,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,97.1,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,96.3,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,96.1,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,95.8,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,94.8,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,89.2,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,87.6,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,7035.0,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.8,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.8,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.7,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.7,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.6,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.5,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.5,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.4,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.3,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,99.1,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,98.8,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,98.8,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,98.7,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,97.1,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,96.3,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,96.1,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,95.8,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,94.8,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,89.2,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,87.6,,NAMUR LAKE,%
Far,08/19/2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,70.5,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,92.4,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,92.4,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,92.4,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,92.1,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,92.0,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,92.0,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,92.0,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,91.6,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,91.6,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,91.7,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,91.5,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,91.6,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,91.6,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,91.3,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,91.7,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,91.4,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,91.4,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,91.4,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,91.0,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,91.6,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,90.9,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,91.0,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,91.4,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,90.6,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,88.6,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,89.6,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,86.7,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,75.1,,NAMUR LAKE,%
Far,09/14/2022 08:50 AM,,,,,,,,,,,,,,,,,,,,,,,,47.5,,NAMUR LAKE,%
Far,09/03/2010 09:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,9.95,NAMUR LAKE,mg/l
Far,09/03/2010 09:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,9.98,NAMUR LAKE,mg/l
Far,09/03/2010 09:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,10.04,NAMUR LAKE,mg/l
Far,09/03/2010 09:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,10.09,NAMUR LAKE,mg/l
Far,09/03/2010 09:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,10.09,NAMUR LAKE,mg/l
Far,09/03/2010 09:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,9.84,NAMUR LAKE,mg/l
Far,09/03/2010 09:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,6.05,NAMUR LAKE,mg/l
Far,09/03/2010 09:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,6.21,NAMUR LAKE,mg/l
Far,09/03/2010 09:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,8.71,NAMUR LAKE,mg/l
Far,09/03/2010 09:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,8.89,NAMUR LAKE,mg/l
Far,09/03/2010 09:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,9.0,NAMUR LAKE,mg/l
Far,09/03/2010 09:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,8.92,NAMUR LAKE,mg/l
Far,09/03/2010 09:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,9.1,NAMUR LAKE,mg/l
